student_id,domain,gender,age,10th_marks,12th_marks,graduation_marks,backlogs,internship_done,projects_count,certifications_count,communication_skills,leadership_skills,teamwork_skills,problem_solving_skills,interest_area,python_score,java_score,cpp_score,javascript_score,sql_score,machine_learning_score,data_structures_score,networking_score,cloud_computing_score,cybersecurity_score,web_dev_score,devops_score,circuit_design_score,embedded_c_score,pcb_design_score,matlab_score,vhdl_verilog_score,iot_score,signal_processing_score,microcontrollers_score,robotics_score,communication_systems_score,power_electronics_score,cad_tools_score,cad_design_score,thermodynamics_score,fluid_mechanics_score,manufacturing_processes_score,strength_of_materials_score,autocad_score,ansys_score,robotics_automation_score,quality_management_score,automobile_engineering_score,cnc_programming_score,lean_manufacturing_score,accounting_score,financial_modeling_score,ms_excel_score,marketing_score,business_strategy_score,statistics_score,communication_score,data_analysis_score,erp_knowledge_score,supply_chain_score,hr_management_score,entrepreneurship_score,recommended_career
S5563,Mechanical,Prefer not to say,19,50,45,45,2,0,2,1,2,3,5,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,8,6,2,7,9,7,1,8,3,,,,,,,,,,,,,Robotics & Automation Engineer
S5564,Commerce,Male,19,50,51,45,4,0,5,1,3,2,6,6,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,1,5,8,8,5,8,10,4,4,Supply Chain Manager
S5565,Commerce,Prefer not to say,21,53,45,50,1,0,5,1,3,6,3,6,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,7,6,6,3,8,6,8,4,4,Supply Chain Manager
S5566,Commerce,Male,20,50,45,45,1,1,2,2,7,4,4,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,2,9,3,8,5,9,10,4,7,Supply Chain Manager
S5567,Electronics,Male,19,50,45,50,2,1,3,1,4,4,6,3,Telecommunications,,,,,,,,,,,,,6,7,5,8,3,4,6,9,8,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5568,Commerce,Prefer not to say,25,50,47,48,4,1,5,1,2,6,2,6,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,10,8,1,9,4,5,3,4,4,Marketing Manager
S5569,CS/IT,Prefer not to say,23,50,45,45,4,1,4,1,5,2,5,7,AI & ML,9,4,1,6,4,4,3,6,8,4,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S5570,CS/IT,Male,22,50,45,45,3,1,4,3,6,4,3,6,Coding,10,2,3,7,3,9,6,4,4,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5571,Electronics,Prefer not to say,19,51,48,57,3,1,4,1,3,5,3,4,Robotics,,,,,,,,,,,,,8,10,9,6,5,6,5,10,5,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S5572,Electronics,Male,23,50,45,45,2,1,3,2,3,5,5,7,Signal Processing,,,,,,,,,,,,,9,4,10,5,3,3,6,2,7,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S5573,Electronics,Male,23,50,45,45,1,0,5,3,2,3,6,5,Telecommunications,,,,,,,,,,,,,10,7,7,1,3,3,2,7,6,4,8,5,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S5574,Commerce,Male,24,50,45,45,2,0,2,1,4,3,4,4,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,8,10,2,9,4,5,1,2,8,Entrepreneur/Startup Founder
S5575,Mechanical,Male,19,50,50,47,1,0,4,3,5,3,7,4,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,10,4,5,7,4,9,4,10,7,,,,,,,,,,,,,Manufacturing Engineer
S5576,Commerce,Prefer not to say,24,50,45,45,1,1,5,1,2,4,5,6,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,7,6,7,3,7,2,4,6,4,10,Entrepreneur/Startup Founder
S5577,Commerce,Prefer not to say,24,56,51,50,1,1,5,3,7,4,7,6,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,6,6,5,5,5,4,7,7,5,Financial Analyst
S5578,Mechanical,Male,19,50,55,45,1,1,5,2,5,7,5,5,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,10,1,5,6,6,10,7,2,5,5,10,5,,,,,,,,,,,,,CAD/CAM Engineer
S5579,Mechanical,Male,21,50,45,45,2,0,2,2,2,3,2,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,4,1,8,5,6,7,2,9,2,,,,,,,,,,,,,CAD/CAM Engineer
S5580,Mechanical,Female,22,50,45,45,2,0,3,1,4,6,7,5,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,10,1,3,3,6,8,5,5,6,8,7,5,,,,,,,,,,,,,Mechanical Design Engineer
S5581,Electronics,Female,24,50,51,45,3,1,2,2,4,5,7,3,Signal Processing,,,,,,,,,,,,,4,6,6,8,3,6,10,4,5,10,7,5,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S5582,CS/IT,Prefer not to say,23,50,45,45,2,1,2,2,6,6,5,6,Databases,6,4,4,5,1,5,4,7,10,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S5583,Electronics,Male,21,56,55,49,2,1,4,3,7,4,6,5,Embedded Systems,,,,,,,,,,,,,8,5,3,4,10,6,7,5,8,8,6,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5584,Electronics,Female,20,54,53,49,2,0,5,1,7,4,3,6,Hardware Design,,,,,,,,,,,,,10,4,3,1,9,7,9,7,7,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5585,Mechanical,Male,20,50,45,45,2,1,3,2,6,3,6,4,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,4,4,7,3,4,7,10,3,4,,,,,,,,,,,,,Automobile Engineer
S5586,Commerce,Male,22,50,45,45,1,0,3,2,4,5,6,3,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,8,5,4,8,6,4,2,5,8,Marketing Manager
S5587,Electronics,Female,18,50,45,45,5,1,3,2,6,5,6,3,IoT,,,,,,,,,,,,,10,3,2,4,7,3,8,1,7,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5588,Commerce,Female,19,51,45,53,2,1,2,2,6,2,6,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,10,10,4,6,4,5,6,3,9,Entrepreneur/Startup Founder
S5589,Electronics,Prefer not to say,22,50,45,45,2,1,1,1,4,4,2,2,Signal Processing,,,,,,,,,,,,,7,2,7,7,7,3,5,2,2,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5590,Commerce,Male,23,53,45,45,1,1,3,2,3,7,4,5,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,7,10,3,9,6,6,3,3,10,Entrepreneur/Startup Founder
S5591,CS/IT,Male,20,54,52,47,3,0,4,3,7,5,4,3,Cybersecurity,5,6,4,6,10,4,9,5,8,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S5592,CS/IT,Male,24,50,45,45,3,1,1,2,4,1,3,5,Networking,5,5,4,3,8,3,6,4,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S5593,Electronics,Male,23,50,49,45,1,0,5,1,5,3,6,7,Signal Processing,,,,,,,,,,,,,4,3,4,7,8,8,9,7,3,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S5594,Mechanical,Prefer not to say,23,50,45,45,2,1,4,2,3,6,5,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,8,7,4,6,1,6,4,9,5,4,6,4,,,,,,,,,,,,,Robotics & Automation Engineer
S5595,Commerce,Prefer not to say,23,50,45,45,2,1,3,3,2,5,2,6,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,3,8,7,4,10,4,6,6,2,Business Analyst
S5596,CS/IT,Male,21,50,45,45,2,1,5,3,3,2,6,6,Coding,8,3,5,5,4,6,3,7,6,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S5597,Mechanical,Male,19,50,45,52,1,1,4,2,4,5,5,5,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,7,2,4,4,4,4,8,5,5,,,,,,,,,,,,,Automobile Engineer
S5598,Commerce,Male,23,50,48,45,4,1,2,2,5,2,5,5,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,10,7,2,9,5,7,7,3,2,6,Data Analyst (Business)
S5599,Mechanical,Female,20,50,47,45,4,1,5,3,4,5,5,4,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,7,4,2,8,8,6,2,7,4,,,,,,,,,,,,,Robotics & Automation Engineer
S5600,Electronics,Male,23,50,45,45,2,0,4,3,4,3,3,5,Signal Processing,,,,,,,,,,,,,9,8,6,5,6,7,5,7,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S5601,Mechanical,Female,23,50,45,55,3,1,5,1,5,5,3,3,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,10,5,7,5,5,5,4,9,7,,,,,,,,,,,,,Manufacturing Engineer
S5602,CS/IT,Prefer not to say,21,50,45,45,1,0,2,1,4,2,3,5,Web Development,5,4,2,5,3,5,2,9,10,4,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S5603,Mechanical,Prefer not to say,20,50,45,45,3,1,2,3,6,5,6,3,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,6,5,5,4,4,6,10,4,5,,,,,,,,,,,,,Automobile Engineer
S5604,Electronics,Female,20,50,45,45,3,1,5,2,3,5,6,2,IoT,,,,,,,,,,,,,5,8,2,6,4,2,3,7,10,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5605,Commerce,Male,25,50,45,50,1,1,4,1,3,3,2,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,3,7,7,9,3,2,4,10,4,HR Manager
S5606,Electronics,Female,25,50,45,45,3,1,5,3,2,6,2,6,IoT,,,,,,,,,,,,,2,9,4,4,4,10,3,9,4,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S5607,Mechanical,Prefer not to say,21,50,45,54,1,1,2,2,3,6,6,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,8,4,5,9,4,3,8,10,8,3,8,5,,,,,,,,,,,,,Robotics & Automation Engineer
S5608,CS/IT,Male,21,50,52,45,3,1,2,3,7,6,5,3,AI & ML,5,6,8,7,6,6,4,8,5,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S5609,Electronics,Male,23,50,45,45,2,0,3,3,4,2,6,5,IoT,,,,,,,,,,,,,10,4,3,7,9,1,7,3,3,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5610,Commerce,Prefer not to say,18,50,45,45,1,1,4,3,3,2,4,3,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,6,4,3,9,2,3,7,7,4,4,Financial Analyst
S5611,Electronics,Male,23,52,45,45,4,1,2,1,5,2,3,3,Hardware Design,,,,,,,,,,,,,7,6,6,7,2,5,7,6,2,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S5612,CS/IT,Prefer not to say,18,50,45,45,4,0,2,2,5,6,6,4,Coding,10,9,5,4,5,5,7,4,4,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S5613,Commerce,Prefer not to say,22,50,45,45,4,1,5,1,4,5,2,4,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,9,4,8,5,4,5,6,10,1,4,Supply Chain Manager
S5614,CS/IT,Male,21,50,53,56,1,1,4,1,5,6,3,6,Web Development,7,4,8,10,9,6,5,6,6,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S5615,Electronics,Male,20,50,45,45,5,0,4,1,5,2,6,4,Hardware Design,,,,,,,,,,,,,4,5,3,9,4,2,10,4,7,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S5616,Electronics,Female,18,50,45,45,3,1,3,3,4,5,7,7,Telecommunications,,,,,,,,,,,,,10,9,5,2,5,6,7,9,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S5617,CS/IT,Female,24,52,53,45,2,0,4,1,6,3,4,3,Coding,8,7,2,8,8,9,9,4,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S5618,Mechanical,Male,25,50,58,47,1,1,4,1,6,5,7,8,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,4,3,6,7,4,7,10,7,8,,,,,,,,,,,,,Automobile Engineer
S5619,Commerce,Male,25,50,45,45,1,1,4,1,2,3,2,5,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,3,8,6,4,8,4,6,7,4,Business Analyst
S5620,CS/IT,Male,24,50,45,47,1,0,3,2,6,6,6,4,Web Development,9,1,5,2,4,4,5,6,10,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S5621,Commerce,Male,21,50,45,46,1,1,2,3,3,2,7,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,5,10,8,6,8,3,3,2,4,Business Analyst
S5622,CS/IT,Prefer not to say,25,50,45,45,3,1,2,2,7,5,6,4,Cloud & DevOps,10,8,6,5,9,8,8,6,2,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S5623,Mechanical,Prefer not to say,18,50,51,45,3,0,2,2,3,2,6,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,9,3,4,6,7,4,4,10,5,7,6,1,,,,,,,,,,,,,Robotics & Automation Engineer
S5624,Commerce,Female,22,50,45,45,2,1,4,3,4,3,2,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,7,6,6,8,3,3,4,3,6,Marketing Manager
S5625,CS/IT,Female,21,50,45,45,1,0,2,3,6,5,6,3,Coding,8,3,5,4,5,8,8,3,6,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5626,Electronics,Male,23,50,45,50,1,1,4,1,4,6,7,4,Robotics,,,,,,,,,,,,,10,6,7,4,8,3,8,4,5,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5627,Commerce,Female,22,50,45,49,1,1,3,1,2,6,2,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10,4,7,5,3,8,4,7,5,5,Business Analyst
S5628,Mechanical,Male,24,50,45,45,3,0,3,1,4,4,4,4,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,10,3,4,4,6,8,9,6,7,6,2,6,,,,,,,,,,,,,Mechanical Design Engineer
S5629,Mechanical,Prefer not to say,23,50,45,45,4,0,3,3,3,6,5,7,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,3,4,4,10,1,5,3,5,5,,,,,,,,,,,,,Thermal Engineer
S5630,Mechanical,Prefer not to say,20,50,45,45,3,0,3,3,6,4,6,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,5,6,4,7,5,10,5,8,6,,,,,,,,,,,,,Quality Control Engineer
S5631,Mechanical,Female,23,50,45,49,3,0,4,2,6,3,5,3,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,2,9,10,5,8,4,5,4,4,,,,,,,,,,,,,Mechanical Design Engineer
S5632,CS/IT,Prefer not to say,20,50,45,45,1,1,3,3,3,5,4,6,Cloud & DevOps,7,7,5,3,7,9,7,4,7,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5633,Electronics,Male,20,50,47,45,3,0,5,3,5,4,6,7,Hardware Design,,,,,,,,,,,,,8,6,3,5,7,7,7,6,10,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5634,CS/IT,Prefer not to say,22,50,45,45,3,1,5,2,3,4,7,3,AI & ML,7,5,7,5,10,3,10,3,2,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S5635,CS/IT,Female,25,50,45,45,1,0,2,3,6,3,7,3,Cybersecurity,8,4,1,4,5,10,10,7,7,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5636,Commerce,Male,19,50,45,45,4,1,5,2,6,2,7,4,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,7,5,6,7,5,5,4,5,6,Marketing Manager
S5637,Electronics,Female,21,56,45,45,1,1,5,2,7,5,7,5,Signal Processing,,,,,,,,,,,,,9,3,6,4,10,6,7,4,7,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5638,Commerce,Male,24,57,57,55,2,1,3,1,3,3,5,6,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,6,9,7,6,10,7,6,1,7,Business Analyst
S5639,Commerce,Male,19,50,45,45,1,1,3,3,2,4,3,5,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,2,7,6,3,8,4,5,5,3,Business Analyst
S5640,CS/IT,Female,18,50,54,45,3,1,4,1,4,6,4,3,Cybersecurity,5,8,6,4,8,2,6,7,6,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S5641,Electronics,Male,25,50,45,53,3,1,5,3,3,6,7,6,Embedded Systems,,,,,,,,,,,,,5,2,6,8,6,6,10,5,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S5642,Mechanical,Prefer not to say,25,50,54,48,3,1,5,3,3,5,5,6,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,10,9,9,7,6,5,3,4,2,8,5,5,,,,,,,,,,,,,Automobile Engineer
S5643,CS/IT,Prefer not to say,20,50,48,45,1,1,3,2,2,3,6,2,Databases,7,2,5,7,7,3,5,4,2,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S5644,Electronics,Female,24,50,45,45,4,1,3,1,2,1,3,3,Telecommunications,,,,,,,,,,,,,1,6,1,3,6,8,2,7,4,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S5645,Electronics,Female,25,50,47,45,2,1,3,3,5,3,2,3,Embedded Systems,,,,,,,,,,,,,2,8,4,6,2,7,2,5,8,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5646,CS/IT,Female,24,54,45,49,4,0,5,1,7,5,7,6,AI & ML,10,6,3,5,7,10,5,6,6,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S5647,Mechanical,Male,23,50,45,45,2,1,5,1,3,6,2,3,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,7,5,4,2,1,9,2,8,9,,,,,,,,,,,,,Manufacturing Engineer
S5648,Commerce,Male,25,50,45,45,4,1,2,2,2,3,3,4,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,8,3,7,2,8,7,6,3,Supply Chain Manager
S5649,Mechanical,Female,24,50,45,48,1,0,2,2,6,5,6,4,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,8,6,5,5,4,9,3,6,8,,,,,,,,,,,,,Quality Control Engineer
S5650,Mechanical,Prefer not to say,21,50,45,45,3,0,4,1,4,4,3,6,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,8,10,8,7,4,3,5,4,1,7,5,4,,,,,,,,,,,,,Automobile Engineer
S5651,Electronics,Prefer not to say,23,50,45,45,3,0,2,1,6,3,3,4,Signal Processing,,,,,,,,,,,,,8,9,2,8,4,8,5,8,7,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5652,Mechanical,Prefer not to say,18,50,45,45,2,0,4,3,6,5,5,3,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,2,7,10,6,4,2,2,9,3,,,,,,,,,,,,,CAD/CAM Engineer
S5653,Commerce,Prefer not to say,25,50,45,45,4,1,5,2,7,7,5,6,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,6,8,5,7,3,7,10,5,6,Supply Chain Manager
S5654,Commerce,Prefer not to say,22,50,52,45,2,1,2,3,4,5,5,4,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,2,7,10,7,10,6,1,4,3,Data Analyst (Business)
S5655,Electronics,Male,19,53,54,45,1,1,4,2,3,6,6,5,IoT,,,,,,,,,,,,,10,8,9,2,5,3,5,10,7,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S5656,Mechanical,Male,18,50,45,45,2,1,3,3,6,4,6,3,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,9,9,5,4,3,3,4,5,6,10,1,6,,,,,,,,,,,,,Automobile Engineer
S5657,Commerce,Male,21,50,46,45,1,1,4,3,3,4,2,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,6,9,2,8,6,4,2,6,10,Entrepreneur/Startup Founder
S5658,CS/IT,Male,20,50,45,45,1,0,4,2,4,6,4,6,Cloud & DevOps,4,5,3,3,10,8,9,4,3,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S5659,Mechanical,Prefer not to say,18,50,48,45,1,0,5,2,2,2,4,5,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,7,2,4,6,10,4,4,9,2,,,,,,,,,,,,,Robotics & Automation Engineer
S5660,Electronics,Female,23,55,47,48,4,1,5,1,4,4,6,6,IoT,,,,,,,,,,,,,4,9,8,6,7,7,6,6,9,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5661,Commerce,Female,23,50,45,45,3,1,1,1,4,2,6,5,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,6,9,1,3,6,7,9,2,1,Supply Chain Manager
S5662,CS/IT,Prefer not to say,23,50,45,45,2,0,5,2,6,5,7,3,AI & ML,8,4,3,10,9,2,2,7,3,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S5663,Electronics,Female,24,50,45,45,1,0,3,3,6,3,2,3,VLSI,,,,,,,,,,,,,5,6,1,9,3,7,9,3,4,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S5664,CS/IT,Female,24,52,45,45,1,1,2,1,7,4,3,5,Databases,8,6,6,3,7,6,5,10,6,9,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S5665,Commerce,Prefer not to say,19,50,49,54,3,0,3,2,3,6,7,4,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,10,5,6,5,6,1,4,5,4,7,Financial Analyst
S5666,CS/IT,Female,19,50,53,49,3,1,4,2,5,4,6,3,Coding,8,4,4,7,4,7,10,8,6,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5667,CS/IT,Prefer not to say,21,50,45,45,4,0,3,2,2,4,2,2,Cloud & DevOps,8,2,3,2,4,10,7,7,6,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S5668,Commerce,Female,22,51,45,49,4,1,3,3,4,4,3,3,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,3,9,10,7,5,4,4,3,6,10,Entrepreneur/Startup Founder
S5669,Mechanical,Female,18,50,45,45,1,0,5,2,5,2,4,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,10,2,3,6,4,9,7,5,5,1,6,6,,,,,,,,,,,,,CAD/CAM Engineer
S5670,Mechanical,Prefer not to say,22,50,45,45,3,0,1,2,5,2,3,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,3,2,10,8,3,6,3,6,3,,,,,,,,,,,,,CAD/CAM Engineer
S5671,CS/IT,Prefer not to say,25,50,48,49,1,0,4,1,3,3,3,3,Cybersecurity,9,6,3,4,4,3,3,10,6,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S5672,Electronics,Male,23,50,47,45,4,0,3,1,2,5,5,2,Signal Processing,,,,,,,,,,,,,7,3,4,1,10,4,9,4,5,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5673,Commerce,Prefer not to say,18,50,45,48,1,0,2,2,7,4,4,5,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,9,10,6,6,1,6,8,5,9,Entrepreneur/Startup Founder
S5674,Mechanical,Male,18,56,48,53,4,1,2,1,6,3,6,4,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,6,5,8,9,4,8,2,4,9,5,7,10,,,,,,,,,,,,,Manufacturing Engineer
S5675,Electronics,Prefer not to say,18,50,45,45,2,0,4,2,3,2,4,6,Robotics,,,,,,,,,,,,,6,6,3,5,2,4,2,6,7,7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S5676,Mechanical,Female,24,50,50,45,1,1,5,2,7,4,6,6,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,6,10,10,6,4,6,7,4,4,4,2,7,,,,,,,,,,,,,Thermal Engineer
S5677,Electronics,Male,20,50,51,45,2,0,5,3,3,6,3,7,Telecommunications,,,,,,,,,,,,,8,6,5,2,7,3,7,5,6,6,5,10,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S5678,Electronics,Male,22,50,45,45,2,0,4,3,2,5,4,4,Embedded Systems,,,,,,,,,,,,,4,4,4,6,4,2,9,6,3,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S5679,Mechanical,Male,19,50,45,45,2,1,3,3,2,4,2,4,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,8,1,3,5,10,6,4,7,5,,,,,,,,,,,,,Robotics & Automation Engineer
S5680,CS/IT,Male,19,50,45,51,3,1,5,3,6,5,3,4,Cloud & DevOps,7,5,5,6,8,3,4,10,3,7,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
